voltage_v,current_a,temperature_c,ambient_temp_c,internal_resistance,cycle_count,battery_age_days,charge_rate_c,discharge_rate_c,time_since_charge_h,humidity_pct,battery_capacity_ah,soc_percent
3.1595,-25.253,49.52,40.22,0.06552,207,192,1.5,3.0,3.279,71.7,60,5.97
3.5355,8.373,31.71,24.14,0.10867,1154,973,2.0,0.2,4.53,48.9,75,30.92
3.1532,-4.717,39.19,29.89,0.06806,403,323,1.0,1.0,9.844,63.8,60,9.1
3.106,8.393,29.31,20.87,0.04788,151,107,0.2,1.0,6.367,77.2,50,10.14
3.7075,14.825,19.19,12.41,0.04673,53,98,0.2,0.5,2.686,63.8,100,50.02
4.1475,-13.115,23.66,22.09,0.09832,1143,888,1.5,1.5,2.851,58.3,60,60.69
4.0051,-17.103,34.21,23.68,0.08856,627,502,1.0,0.5,1.64,73.6,50,48.92
3.9294,21.994,27.38,25.16,0.08248,586,472,0.2,0.5,0.047,83.7,50,55.49
3.8725,-0.858,24.52,20.33,0.11562,1443,1181,0.2,0.5,0.624,68.9,50,50.53
4.0766,4.916,29.25,22.13,0.13043,1445,1163,0.5,1.5,1.612,36.3,100,58.99
3.9034,13.662,35.18,27.91,0.05154,103,72,0.2,0.5,3.725,48.5,60,52.32
3.7523,-14.419,28.55,21.84,0.0644,253,183,1.5,2.0,5.008,75.3,75,41.04
3.4376,13.529,36.15,32.35,0.11426,1250,993,1.5,0.5,8.866,52.9,50,25.07
3.1211,9.602,36.63,33.45,0.10628,1135,887,1.5,1.0,3.234,61.3,60,12.3
3.5532,22.05,59.65,47.04,0.07393,509,408,0.2,1.0,2.004,52.3,50,37.55
4.1097,21.789,41.89,37.01,0.12497,1496,1185,0.2,1.5,4.703,73.0,100,61.43
3.6997,0.952,34.46,29.94,0.0535,98,48,0.2,0.5,1.989,68.0,100,44.13
3.2214,11.296,25.9,23.04,0.05885,152,146,0.5,1.5,0.459,50.5,60,20.21
3.7788,0.668,36.08,30.35,0.09709,913,720,0.2,1.5,0.016,72.9,50,39.18
3.5586,2.179,36.21,30.61,0.09123,877,676,2.0,0.5,4.929,73.7,50,30.5
4.1177,-16.933,28.84,23.89,0.07236,337,266,1.5,0.2,9.174,69.0,60,52.79
3.1931,-3.367,40.42,34.27,0.08686,821,658,0.2,1.0,4.534,63.6,60,15.85
3.8544,-26.921,27.11,16.82,0.11125,1186,913,0.2,3.0,0.112,100.0,75,42.37
3.8179,-2.062,29.26,26.04,0.0961,956,771,0.5,0.2,0.991,38.8,75,45.43
4.1802,19.801,37.58,32.45,0.05366,160,107,1.0,1.5,11.702,55.7,60,63.8
3.6779,11.669,28.76,25.7,0.08861,800,674,1.0,1.0,4.947,60.1,60,40.68
4.0459,1.684,32.23,26.35,0.06655,397,328,1.0,0.5,5.349,79.1,60,54.5
3.0297,-3.031,30.19,26.9,0.11829,1300,1032,1.5,1.0,6.566,56.1,60,3.74
3.1475,-8.105,24.74,21.32,0.09028,815,637,0.2,1.0,9.748,77.2,75,11.92
3.4151,-13.778,38.01,37.39,0.1276,1415,1129,0.2,1.0,2.314,51.6,75,18.59
3.7432,12.28,25.15,19.86,0.10314,1158,938,0.2,2.0,2.249,67.1,75,40.96
3.5389,-23.026,36.83,30.55,0.09992,1218,973,0.2,2.0,0.093,73.3,50,19.77
3.2432,-23.37,41.89,31.31,0.07197,400,315,1.0,0.5,11.068,51.1,60,5.35
3.707,13.565,26.82,20.41,0.09056,639,512,0.5,0.2,0.559,71.9,60,42.35
3.68,3.118,32.24,28.58,0.10524,1056,832,0.5,0.2,2.396,81.9,60,35.05
3.6293,0.672,21.64,20.72,0.07964,687,542,1.0,3.0,3.666,58.9,60,34.88
3.1087,3.106,40.46,39.13,0.06784,459,325,1.0,3.0,20.281,45.6,50,9.33
4.1124,30.151,20.0,18.89,0.10783,954,782,0.5,1.5,2.039,55.8,75,65.65
3.7107,0.841,33.4,22.77,0.07155,469,381,0.5,3.0,4.419,59.1,50,38.32
3.3168,4.399,24.07,18.21,0.11483,1398,1102,0.5,0.5,12.203,74.8,60,18.0
3.8249,30.871,20.39,17.14,0.1082,1045,873,1.5,1.5,3.39,46.9,75,53.51
3.3815,-0.954,42.85,40.73,0.08671,749,600,0.5,1.0,3.057,70.0,75,23.68
3.607,25.895,34.77,32.34,0.04171,37,8,0.2,1.5,3.404,68.8,100,47.79
3.4094,-31.605,32.29,29.12,0.07186,229,200,1.0,1.0,6.812,67.5,60,16.38
4.0565,-17.428,31.7,22.75,0.12232,1388,1118,0.2,1.5,0.174,78.5,60,50.2
4.1928,-10.02,40.17,35.26,0.07054,562,457,0.5,0.5,5.71,64.4,75,56.55
3.1934,8.76,22.06,21.41,0.07883,437,341,0.5,3.0,0.756,52.0,75,15.86
3.0283,26.61,46.28,34.35,0.11006,1306,1053,0.2,0.5,5.831,59.5,60,6.26
3.2632,-8.862,22.6,21.02,0.04576,26,15,2.0,1.0,6.439,61.1,75,16.72
3.7079,14.674,26.07,22.84,0.05679,225,191,1.0,1.5,3.936,52.9,60,43.72
3.2087,33.558,43.0,34.07,0.1247,1300,1001,0.2,1.0,2.313,38.5,60,16.59
3.9738,23.471,41.16,34.91,0.10008,797,628,1.0,0.5,5.274,62.0,50,57.3
3.4904,-6.058,36.37,32.78,0.06141,283,260,0.5,1.0,0.077,63.9,60,25.44
3.7326,13.028,20.91,19.6,0.10243,878,687,0.5,1.0,4.185,59.4,60,46.25
3.5467,5.091,26.53,24.43,0.08651,959,755,0.5,0.5,1.058,60.8,75,31.21
4.084,-9.892,31.54,29.26,0.07717,452,352,1.0,1.5,4.32,46.6,60,59.56
3.0422,6.409,26.23,21.21,0.10777,1019,790,0.2,0.5,0.593,24.1,75,5.54
3.8752,-7.107,44.54,38.97,0.09828,815,607,1.0,1.5,0.792,56.2,60,41.31
3.7826,1.865,13.34,8.78,0.08328,658,521,1.5,0.5,2.404,40.0,60,43.42
3.7794,-20.676,26.65,21.77,0.08013,546,439,0.5,1.0,3.02,65.5,60,39.27
3.4968,-26.444,25.77,23.92,0.10716,1215,970,1.0,1.0,2.154,44.0,75,23.91
3.0188,-4.298,11.13,5.25,0.10373,1072,854,2.0,3.0,3.778,59.3,60,0.0
3.8271,4.772,25.67,16.83,0.04998,16,13,1.5,0.5,0.22,55.6,75,50.26
3.9954,-16.918,37.51,33.0,0.10864,1195,976,1.0,1.0,0.859,48.9,60,47.24
3.1023,7.894,32.7,28.24,0.11782,1243,990,1.0,0.5,0.015,75.0,60,10.4
3.5299,0.641,45.83,40.59,0.05892,157,114,1.0,1.5,3.339,43.0,60,31.19
3.1951,9.754,48.72,40.36,0.08227,476,375,2.0,2.0,4.693,24.7,50,15.02
3.7331,14.185,33.78,31.46,0.10469,1069,866,0.2,2.0,2.644,41.7,50,44.58
3.9427,20.154,39.86,30.51,0.13076,1396,1145,1.0,2.0,2.474,82.9,50,51.5
3.8,9.049,34.79,28.53,0.08199,517,401,0.2,0.5,2.219,56.0,50,48.97
3.3817,-4.429,11.85,6.76,0.05447,98,80,0.2,1.0,1.638,76.3,75,23.68
3.1677,2.833,25.48,16.84,0.10387,1060,854,1.0,0.5,3.55,59.8,100,14.5
3.9531,34.938,30.26,28.81,0.05975,279,203,1.0,1.5,0.025,78.1,100,64.63
3.3887,14.782,39.49,32.93,0.1194,1372,1098,0.2,1.0,3.62,47.7,75,23.89
3.0266,1.073,36.61,30.32,0.06989,496,367,0.5,1.0,2.692,64.3,60,7.08
3.6857,-2.258,23.05,20.86,0.0717,301,205,0.2,0.2,3.929,71.9,60,40.45
3.296,-8.974,41.88,35.5,0.05728,180,151,1.5,2.0,7.708,41.0,50,12.75
4.0094,-17.808,45.71,39.86,0.08208,606,477,0.5,1.0,7.058,44.6,50,43.85
3.1719,25.622,39.97,35.5,0.09469,1122,901,0.5,1.0,6.582,56.2,100,17.6
3.5218,7.177,43.51,35.92,0.08361,699,558,1.5,1.0,2.121,67.2,60,28.32
3.3038,-19.033,26.81,23.53,0.09774,992,774,1.0,0.5,1.977,48.1,60,15.45
3.8275,-1.88,42.42,36.61,0.11155,1139,910,1.5,1.5,0.927,77.1,75,39.23
3.6582,19.057,33.77,29.17,0.06211,190,127,1.5,1.5,0.129,74.3,50,42.88
3.9492,-6.704,35.25,32.09,0.06769,252,229,0.5,1.0,2.814,59.1,75,50.04
3.5503,-12.217,37.43,30.92,0.10121,980,756,1.0,2.0,14.71,66.7,50,25.25
3.0058,5.352,31.4,27.03,0.1025,927,737,1.0,0.5,5.58,71.0,60,1.98
3.2582,9.872,21.7,21.12,0.1113,1184,926,1.0,1.0,3.172,72.8,60,19.08
4.199,-6.685,26.94,27.34,0.10707,1279,1034,1.0,0.2,1.416,67.5,60,63.42
3.4864,-8.993,43.26,35.89,0.11685,1346,1070,0.2,0.5,0.52,51.3,75,23.88
3.7443,6.909,25.81,24.47,0.05616,127,91,1.5,3.0,1.225,35.3,100,48.4
4.0859,-16.873,40.98,35.15,0.03452,17,30,0.2,1.0,3.056,62.4,50,56.83
3.0246,-8.073,39.06,33.9,0.07317,565,452,0.5,1.0,3.913,78.7,50,3.73
3.7915,-1.805,29.5,25.61,0.08866,569,465,0.5,1.0,1.822,80.0,60,40.37
3.3461,11.085,49.98,39.11,0.11593,1346,1057,1.0,0.2,0.443,64.8,75,21.87
3.3351,-6.415,30.69,25.16,0.08372,685,519,2.0,0.5,1.22,53.2,75,23.39
3.2698,8.449,47.34,40.08,0.07036,625,502,0.5,1.0,1.188,73.8,60,18.8
3.9873,17.491,37.33,31.47,0.10881,1311,1042,1.0,1.0,3.064,43.5,60,51.7
3.4475,-7.597,32.18,27.87,0.09507,853,694,0.2,1.0,0.436,50.7,60,21.84
3.0805,48.344,25.84,20.9,0.09573,961,767,0.5,0.2,1.36,38.5,50,15.02
3.1162,21.294,36.67,27.29,0.05216,154,127,1.5,1.0,1.684,75.0,60,18.44
3.1783,4.087,34.63,26.37,0.08094,489,358,1.5,1.0,2.997,35.5,50,16.34
4.0787,-2.727,28.79,17.93,0.11694,1409,1164,1.0,0.5,1.419,66.1,50,55.93
3.5129,-8.33,31.92,26.26,0.0827,784,623,1.0,1.0,0.649,94.9,100,30.9
4.0993,24.919,23.94,21.57,0.10655,1127,915,0.2,3.0,0.103,66.0,50,63.74
3.981,3.157,36.37,32.69,0.11673,1416,1116,1.0,2.0,0.76,45.5,50,51.5
4.0055,-21.582,39.89,38.45,0.05817,245,202,1.0,1.5,6.966,53.7,60,48.71
3.3442,-25.682,25.49,18.18,0.10964,1199,933,0.5,0.5,1.725,37.4,60,14.95
3.3256,1.687,44.94,41.7,0.09988,1062,858,1.5,1.5,3.097,46.6,60,17.7
3.6721,2.017,22.81,26.97,0.07957,758,599,1.0,1.0,2.694,49.3,100,41.64
3.5015,-13.755,32.59,20.2,0.07964,537,430,1.0,3.0,1.293,47.5,50,24.26
3.6109,-22.717,37.35,34.06,0.10033,920,749,0.2,1.0,7.418,62.1,60,24.15
3.0638,-29.446,27.7,24.43,0.0691,407,300,0.2,0.5,11.164,18.3,60,3.34
4.1659,-11.39,37.36,27.35,0.0793,524,405,1.0,0.5,0.955,41.4,60,61.74
3.0698,-5.441,26.14,24.77,0.08951,827,670,1.0,0.5,6.589,68.6,50,6.89
3.2146,10.377,29.88,21.47,0.08555,902,763,1.0,0.5,5.639,91.5,75,17.12
3.8138,-1.955,37.03,33.79,0.05623,35,25,0.2,1.5,7.287,66.5,60,43.02
3.1866,15.96,26.74,25.71,0.0837,684,559,0.5,0.5,2.103,47.4,60,19.07
3.1282,9.076,26.62,16.51,0.0517,19,13,1.0,0.5,4.637,72.7,75,14.36
3.1843,7.698,40.18,32.41,0.06547,320,294,1.0,1.0,0.843,76.4,60,17.51
3.0743,14.689,26.12,18.36,0.07464,511,373,1.0,1.0,13.783,48.7,60,8.5
3.3016,-20.8,24.88,18.77,0.07066,399,321,1.0,0.2,5.131,47.1,75,16.46
3.3253,-8.044,44.34,37.54,0.08346,653,489,1.5,0.5,0.318,84.2,50,17.81
3.5983,36.021,19.73,18.43,0.10487,971,726,1.5,0.2,8.415,43.8,100,43.29
3.5265,-28.593,14.8,9.47,0.07569,470,381,0.5,1.5,12.784,86.3,50,23.6
3.5685,-4.467,35.2,32.98,0.11418,1166,935,0.5,3.0,1.624,68.4,50,27.01
3.7392,7.142,26.4,25.57,0.11329,1115,886,0.5,1.0,3.097,79.3,50,42.74
3.2772,-28.154,32.49,26.26,0.11079,1377,1099,1.0,1.0,19.276,75.2,75,5.8
3.1616,-11.29,33.96,25.48,0.09803,833,728,0.2,1.5,2.398,75.7,75,9.47
4.0547,29.94,33.7,29.85,0.08957,726,575,1.0,0.2,4.383,42.8,100,61.1
3.7607,2.557,26.34,21.98,0.09509,853,692,0.5,0.5,2.409,70.9,60,45.13
3.0728,-8.617,41.39,39.81,0.05745,50,27,1.0,1.0,0.315,79.0,75,5.39
4.1533,3.157,21.21,16.19,0.07738,574,465,0.5,1.5,2.85,56.4,60,64.0
3.8317,-8.645,38.84,31.56,0.11366,1213,965,0.2,1.0,7.012,30.2,75,43.1
3.182,25.688,40.51,33.14,0.10211,1148,910,1.5,2.0,0.17,40.3,50,20.74
4.163,-14.865,28.56,21.92,0.05039,149,155,0.2,0.5,2.326,36.3,75,63.37
3.4385,-7.842,22.95,19.81,0.06831,313,273,1.5,1.0,6.91,54.3,75,27.23
4.1814,-22.383,39.19,36.14,0.0781,569,457,0.5,3.0,1.744,39.0,75,59.51
3.1239,-4.432,27.46,20.07,0.11824,1365,1045,0.2,2.0,15.16,50.6,50,3.98
3.192,-2.618,30.58,23.15,0.06121,304,235,0.2,0.2,1.933,90.4,60,14.78
3.7889,17.935,39.58,35.1,0.08601,681,598,1.0,0.5,6.114,72.6,50,47.34
3.0266,-15.251,32.0,28.28,0.08972,837,664,0.2,1.5,1.127,69.3,75,1.61
3.0224,7.254,22.12,13.62,0.10362,1077,883,1.5,0.2,1.616,77.0,100,4.16
3.9504,1.301,45.9,41.98,0.09767,1002,830,1.0,2.0,5.107,40.7,50,50.19
3.2013,-28.388,31.0,23.76,0.06814,443,358,1.0,1.0,0.235,45.9,50,9.79
4.1025,-10.88,29.37,24.78,0.07956,612,472,1.5,0.2,0.394,61.5,60,55.32
3.5111,-11.476,31.9,30.05,0.10553,992,744,0.5,1.0,1.241,50.0,60,23.61
4.0484,25.246,42.84,33.0,0.06079,263,224,1.5,1.0,1.155,54.4,75,63.84
3.5013,8.186,49.05,43.69,0.10317,1076,844,1.5,0.5,0.273,69.3,60,34.53
3.6363,2.17,17.59,14.72,0.09882,1003,805,1.0,1.0,14.285,74.2,100,34.95
3.3798,-50.0,35.44,34.61,0.04701,4,0,0.5,2.0,1.39,68.0,75,12.66
3.7897,-28.624,35.07,33.94,0.11245,1126,895,1.0,0.5,5.128,77.2,50,30.1
3.3818,10.917,30.78,26.9,0.10414,1219,975,2.0,3.0,1.997,20.1,60,24.88
3.2678,11.731,45.07,34.3,0.08822,773,623,0.2,1.0,18.824,90.2,75,17.1
3.0973,-11.134,38.72,35.47,0.08958,876,678,0.5,2.0,0.605,72.3,100,5.74
3.0692,0.415,26.29,16.94,0.10239,991,816,1.0,0.5,1.876,54.7,60,7.2
3.3672,-0.649,46.61,42.0,0.09482,883,694,1.0,1.0,2.26,37.9,60,18.66
3.8838,2.542,16.99,15.53,0.12456,1373,1064,0.2,1.0,5.054,57.4,50,43.35
3.2467,-5.58,22.5,18.92,0.05597,46,34,1.5,0.2,2.741,48.0,50,15.72
3.3591,12.231,27.06,25.91,0.09371,866,693,1.5,1.0,5.55,78.2,75,19.68
4.0862,16.592,45.83,43.4,0.09482,822,660,0.2,2.0,7.361,70.2,50,56.27
3.767,-14.394,27.88,25.53,0.10093,935,775,2.0,0.2,1.366,50.3,75,40.27
4.1037,-17.916,27.03,27.74,0.07819,655,519,0.5,1.0,6.517,39.0,50,52.93
4.0935,-11.942,49.0,39.46,0.06727,268,212,0.5,3.0,2.705,56.3,50,55.06
3.0761,0.731,31.23,25.6,0.06994,369,273,0.2,1.0,0.318,75.1,60,6.25
4.146,5.334,21.51,18.57,0.0842,635,524,0.5,0.5,1.41,68.2,60,64.31
3.0614,11.827,30.33,24.66,0.10441,1129,906,2.0,1.0,6.497,39.0,75,7.36
4.1107,14.571,41.46,38.97,0.07853,656,516,0.2,1.0,1.97,52.1,50,60.1
3.6561,5.437,25.55,28.57,0.05078,119,57,1.0,0.2,0.392,74.7,60,44.27
3.6398,3.444,57.32,43.45,0.07446,830,692,0.5,0.5,4.068,58.0,50,27.07
3.8559,24.733,39.47,33.9,0.1005,1081,840,0.2,1.0,7.597,59.2,60,50.45
4.0551,0.075,26.07,22.84,0.13065,1369,1083,2.0,1.0,0.57,88.3,50,56.74
3.7404,8.851,27.61,28.41,0.09111,740,599,1.0,0.5,3.132,44.0,100,44.55
3.5105,4.804,21.69,21.17,0.12644,1497,1173,1.0,3.0,0.932,76.9,50,25.41
3.1343,-2.598,32.62,22.65,0.06061,116,62,1.0,1.0,1.649,53.6,60,12.38
3.9471,-2.499,59.51,50.0,0.0882,790,589,0.2,0.5,2.137,54.5,75,45.79
3.154,19.829,43.41,36.15,0.10554,1150,934,0.5,1.0,0.021,62.8,100,17.11
3.8716,-1.353,36.54,34.89,0.11935,1416,1121,0.5,1.5,1.758,64.8,50,45.42
3.6335,-5.29,32.54,23.01,0.09692,1012,868,2.0,1.0,1.481,69.2,75,34.0
3.463,-11.056,46.91,40.56,0.10078,1081,844,1.0,0.5,4.415,57.6,75,18.91
3.7356,6.338,43.76,36.8,0.08157,633,487,0.5,1.0,8.484,70.1,60,39.44
3.9268,-7.682,49.39,43.05,0.07592,512,398,0.5,0.5,0.445,62.1,100,48.65
4.1294,4.977,43.14,42.66,0.09668,801,645,1.5,1.0,2.637,51.8,60,59.2
3.3176,2.666,17.57,16.17,0.11107,1119,885,0.2,1.0,1.296,41.4,75,19.24
4.1366,-6.411,22.59,19.12,0.09962,1141,925,0.5,1.0,17.533,69.5,50,54.36
4.1531,-20.934,26.9,19.97,0.07648,559,427,0.5,1.5,6.063,64.6,100,56.46
3.9764,-15.438,21.31,20.45,0.06882,487,361,1.5,0.5,0.502,50.1,75,50.93
4.0577,-13.078,35.06,30.59,0.09996,1260,972,1.0,1.5,1.841,38.7,75,52.3
3.8309,-15.06,27.94,23.47,0.09524,896,672,1.0,0.2,0.471,51.2,60,42.38
3.0469,6.829,51.96,44.58,0.11764,1295,1025,0.5,0.5,6.186,30.7,60,1.93
3.6901,31.938,50.26,43.24,0.11096,1212,963,0.5,3.0,2.671,74.6,50,37.16
3.8966,-7.665,29.92,27.95,0.08733,703,549,0.5,0.2,4.168,58.3,100,47.06
4.13,-5.764,52.98,43.64,0.12183,1470,1200,1.5,1.0,3.422,64.0,100,56.83
3.6845,-8.769,41.42,39.91,0.07386,580,488,1.5,2.0,0.807,53.9,50,36.39
3.953,12.865,32.67,24.39,0.08761,789,624,0.5,2.0,0.052,86.6,50,54.03
3.846,6.395,15.28,11.93,0.09984,860,652,0.5,2.0,8.168,70.5,60,45.99
3.337,-0.249,31.75,26.26,0.06417,246,185,1.5,3.0,0.388,54.4,50,20.21
3.1857,-18.197,28.52,22.84,0.09735,1099,867,0.5,0.5,6.271,54.9,60,5.32
3.9011,-14.516,35.25,29.65,0.0583,153,109,0.2,0.5,0.85,50.6,60,45.94
3.2805,2.629,35.74,28.71,0.12927,1458,1152,0.5,0.2,7.663,57.8,75,14.4
3.2936,3.349,34.68,28.5,0.10361,996,783,1.0,0.5,3.603,65.8,50,16.32
3.7727,-0.242,39.54,32.19,0.11188,1109,879,1.5,1.0,2.038,65.2,50,39.82
3.9469,9.974,24.69,18.3,0.07736,696,544,0.5,0.5,4.296,56.0,60,54.69
3.6988,-18.339,32.5,31.29,0.11603,1308,1050,0.5,0.5,1.279,81.8,75,33.49
4.062,4.554,30.29,24.48,0.11041,1243,1001,0.5,1.0,2.169,29.9,60,52.72
3.2537,3.72,32.91,29.6,0.10757,1092,855,0.2,0.2,6.943,51.2,60,20.39
3.3029,-14.369,37.33,35.66,0.09925,1070,881,1.5,0.2,0.036,70.3,60,14.54
3.7643,-9.073,22.34,18.2,0.09607,1008,786,0.2,1.5,1.066,81.1,60,39.18
3.9952,10.397,31.3,25.75,0.05463,93,42,0.2,1.5,5.408,63.0,100,58.9
3.6472,-17.079,32.8,27.05,0.09324,957,773,1.0,0.5,5.084,82.5,50,30.41
3.0125,36.957,32.05,23.89,0.10185,1011,792,0.2,1.0,0.715,85.7,75,12.32
3.8123,8.336,44.12,35.2,0.0624,452,368,0.5,0.5,16.296,54.7,60,41.82
3.9763,-0.86,28.25,22.24,0.11723,1227,933,0.5,0.5,4.514,47.4,60,50.78
3.3319,-3.782,30.11,23.56,0.08162,911,756,1.0,0.2,1.857,47.1,60,21.13
3.065,11.823,27.61,22.32,0.06537,217,187,0.5,0.5,1.729,38.6,50,12.08
3.6215,-6.17,44.04,36.74,0.07075,473,348,2.0,0.2,2.958,41.6,60,32.82
3.0506,-5.555,30.52,24.06,0.0643,431,315,0.5,1.0,0.147,45.8,100,10.43
3.4992,21.789,36.52,31.68,0.06785,340,305,1.5,1.0,5.015,42.5,50,35.6
3.0214,-7.073,55.26,43.81,0.08193,550,425,0.5,1.0,0.283,75.4,60,3.95
3.27,2.041,30.76,27.4,0.12139,1312,1032,1.0,0.5,4.234,53.3,75,13.22
3.4666,-11.403,46.26,36.9,0.11948,1277,976,2.0,0.5,6.473,39.2,75,18.3
3.134,3.886,42.31,41.37,0.06351,356,277,1.0,1.0,9.427,54.2,50,8.0
3.137,8.709,43.66,36.22,0.05212,22,13,0.2,2.0,0.639,63.8,75,10.96
3.9925,25.243,37.18,27.87,0.06716,521,431,1.0,3.0,5.473,56.1,75,58.13
3.0497,-14.06,32.42,33.14,0.10655,1123,870,0.5,0.5,16.368,56.7,60,0.55
3.8268,-21.718,23.12,17.7,0.09174,801,610,0.5,3.0,0.281,32.6,60,43.7
3.9774,-4.002,28.91,21.76,0.10827,1203,971,1.5,1.0,0.115,73.7,50,51.38
3.1569,-9.257,28.92,23.16,0.10312,1246,1016,1.0,1.0,0.955,54.7,50,11.84
3.2344,-0.232,52.06,45.92,0.08508,761,577,0.5,1.5,0.918,40.5,60,10.89
3.7698,7.83,26.91,21.5,0.08159,441,374,0.2,0.5,1.54,58.4,60,47.83
3.3788,33.975,23.1,21.38,0.09036,768,615,1.0,0.5,10.285,52.6,60,31.71
3.5717,-6.772,31.75,19.65,0.09833,1015,833,0.5,0.5,4.596,61.8,50,29.53
4.0032,-33.156,35.97,32.48,0.1166,1348,1076,0.2,1.5,0.043,98.3,100,45.04
3.1656,-3.57,35.44,29.14,0.07767,515,361,0.2,2.0,2.736,48.8,50,10.57
3.7436,5.258,39.75,36.69,0.0942,1039,828,1.0,0.2,8.341,71.2,75,41.32
4.1309,-14.544,31.54,33.37,0.08206,791,654,0.5,1.0,3.057,55.1,50,57.32
3.069,3.505,19.18,16.96,0.06307,335,250,0.5,0.2,0.864,54.2,75,11.39
3.072,2.062,22.2,21.54,0.06029,257,197,1.5,2.0,12.313,78.8,75,10.45
3.6657,3.898,47.2,38.92,0.08377,496,393,1.5,2.0,1.469,62.7,100,38.13
4.1521,11.87,29.55,26.37,0.0951,895,658,0.5,1.5,1.724,84.2,60,65.87
3.2646,-1.24,40.96,37.5,0.05537,159,160,0.5,1.5,1.762,59.2,50,15.85
3.397,8.213,28.61,26.8,0.12518,1498,1180,1.0,1.0,2.008,80.5,100,25.38
3.1184,-26.984,25.54,20.26,0.08243,851,690,1.0,0.2,4.934,55.0,50,3.13
3.4347,-14.436,28.42,25.57,0.07993,689,549,0.2,2.0,1.511,49.7,50,22.29
3.0532,-5.123,28.23,20.26,0.06521,379,328,1.0,0.2,2.502,66.6,75,8.0
3.4669,-15.077,29.38,23.48,0.0927,956,772,1.0,0.5,1.223,61.8,75,22.91
3.6666,0.099,32.89,29.61,0.09067,690,547,1.5,1.0,2.836,39.9,75,42.91
4.17,-5.156,39.64,32.09,0.1258,1450,1142,0.5,1.0,11.776,63.0,60,58.13
3.9821,-6.827,20.3,15.28,0.1085,1291,1048,0.5,0.2,1.368,48.6,60,52.27
3.9865,13.257,32.93,27.86,0.11567,1440,1114,0.5,1.5,6.781,72.3,60,54.28
3.2738,1.257,23.92,23.31,0.10325,1191,965,1.5,0.2,0.989,50.0,60,19.39
3.1047,-16.256,27.6,22.81,0.10237,1066,830,0.2,1.0,0.625,54.5,50,6.53
3.7237,-9.05,35.03,29.06,0.0652,284,252,1.0,1.0,0.382,44.6,50,38.48
3.6254,11.298,32.6,23.6,0.07188,396,320,2.0,1.5,15.621,75.1,60,36.25
3.6198,2.996,41.8,39.06,0.04548,11,21,1.5,0.5,3.38,66.4,100,36.58
3.1308,17.939,49.34,37.5,0.11536,1325,1061,0.5,1.5,2.888,94.1,100,12.78
3.5927,12.698,44.13,37.45,0.11352,1276,985,1.5,0.5,0.029,78.9,100,31.29
3.1804,-5.836,24.48,24.04,0.08088,498,381,1.0,1.0,2.649,53.4,50,13.74
3.5065,21.533,22.76,20.3,0.09152,753,615,1.5,1.0,4.347,36.7,60,34.1
3.0746,22.767,37.92,28.66,0.04452,34,30,0.2,0.5,2.11,50.6,75,12.12
4.0283,-26.781,35.53,26.8,0.07688,726,604,1.0,0.2,0.552,57.6,60,49.29
3.0158,0.477,28.18,23.13,0.09184,848,686,1.0,0.5,1.246,33.0,60,4.67
4.1272,-8.248,24.04,18.59,0.05126,89,51,1.0,0.2,5.009,47.3,50,61.6
4.0355,-3.907,29.17,27.67,0.08395,775,604,1.0,0.5,2.58,75.2,100,55.62
3.9031,-12.242,33.73,24.77,0.07642,604,485,0.5,1.0,2.61,47.1,50,43.03
4.1791,-14.121,35.54,33.51,0.10135,969,728,0.2,1.0,0.157,46.9,75,58.71
3.0646,13.518,40.86,33.32,0.09353,1021,850,1.0,1.0,3.014,67.8,50,5.73
3.7699,-17.521,45.86,36.81,0.08009,417,342,0.5,1.0,2.212,51.9,60,33.39
4.0192,1.4,23.07,17.93,0.05211,114,115,0.5,0.2,8.469,60.2,50,58.58
3.1519,-20.237,39.11,31.21,0.08396,616,461,2.0,0.5,1.918,65.9,50,4.39
3.7017,19.041,32.72,22.18,0.1076,1219,1000,0.2,1.0,3.759,50.7,75,41.8
3.4727,0.451,24.04,18.24,0.08366,825,704,0.5,1.0,10.989,71.6,100,24.09
3.523,11.179,29.05,24.57,0.10417,1098,851,0.5,1.0,3.341,70.4,75,31.49
4.095,2.927,41.35,36.55,0.06433,412,345,0.5,2.0,0.121,64.9,60,60.86
3.6464,-3.799,27.79,25.02,0.12069,1399,1119,1.5,0.5,0.429,82.7,75,30.42
3.1119,1.026,43.23,40.52,0.12202,1443,1123,0.2,2.0,13.627,73.2,60,3.23
4.1247,22.61,38.72,32.39,0.08293,728,592,1.0,2.0,3.213,55.9,50,62.58
3.2223,-13.461,29.36,24.85,0.11576,1300,1056,0.5,2.0,0.839,48.6,50,11.49
4.0712,-38.24,43.26,37.28,0.10619,1020,803,1.0,1.0,3.355,62.3,50,43.9
4.1651,-11.803,32.09,31.56,0.08745,760,631,1.0,2.0,12.624,59.0,75,59.06
4.0534,-18.136,25.26,20.54,0.08011,675,506,1.0,3.0,0.183,59.1,50,54.76
3.8126,14.52,50.96,42.87,0.12285,1417,1103,1.5,1.0,2.996,51.6,60,41.73
3.8923,-2.636,31.72,30.08,0.07501,456,367,1.5,2.0,0.585,60.6,50,49.82
3.8398,12.412,33.2,28.15,0.09453,919,735,2.0,2.0,2.368,83.4,75,48.12
3.5526,0.478,20.59,21.16,0.06642,191,138,1.0,0.5,4.252,70.3,60,34.38
